EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items do not bear a legible manufacturer`s label.  ,605,169
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,"Individual disposable towels, a continuous towel system and/or or hand drying device not provided at lavatory or handsink.  ",605,170
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.  ,605,171
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,29,Outer openings protected,No,Outer openings not protected against the entry of pests.  ,605,172
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,"Walls and/or ceiling are not designed, constructed and/or installed properly. (walls and baseboards in disrepair) (peeling paint on wall)  ",605,173
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (shrimp at 53 degrees F, and steak at 56 degrees F) (discarded)  Potentially hazardous food requiring refrigeration not rapidly cooled to an internal temperature of 41 degrees Fahrenheit or below. (cooked beef) (discarded)  ",605,174
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Gasket(s) in disrepair.  ,605,175
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil. (raw meat cooler)  ,605,176
79927,2018/04/12 04:00:00+00,1371471,FOOD SERVICE,SIERRA TARASCA RESTAURANT,6501,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,79,18,"Wiping cloths clean, use restricted",No,Storing of chemical sanitizing solution containers on floor.  ,605,177
71263,2018/03/07 05:00:00+00,1363542,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,76,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Food and ice adulterated or contaminated. (cooked foods, ready to eat, stored in raw chicken boxes)    Ready to ead foods stored on top of, in contact with refuse containers    Not clearly marked to indicate the date or day by which food shall be consumed, sold or discarded on the premises.    Corrected, discarded immediately  ",605,178
98333,2017/09/26 04:00:00+00,1324849,FOOD SERVICE,FAIRDALE PIZZA,10619,W MANSLICK RD,FAIRDALE,KY,40118,REGULAR,74,13,SUPERVISION:PERSON IN CHARGE PRESENT AND DEMONSTRATES KNOWLEDGE OF FOOD SAFETY PRINCIPLES,Yes,Person-in-charge does not demonstrate knowledge.  ,605,179
32829,2017/10/31 04:00:00+00,1333350,FOOD SERVICE,JOHN O'BRYAN'S,4123,FLINTLOCK DR,LOUISVILLE,KY,40216,REGULAR,81,13,SUPERVISION:PERSON IN CHARGE PRESENT AND DEMONSTRATES KNOWLEDGE OF FOOD SAFETY PRINCIPLES,Yes,Person-in-charge is not present.  Facility needs a certified manager during all hours of operation.  ,605,180
75801,2017/10/12 04:00:00+00,1332313,FOOD SERVICE,KRISPY KREME,3000,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,81,20,"Storage, handling of clean equipment/utensils/single service articles",No,SINGLE SERVICE ITEMS (GLOVES) UNUSABLE,605,181
98333,2017/09/26 04:00:00+00,1324849,FOOD SERVICE,FAIRDALE PIZZA,10619,W MANSLICK RD,FAIRDALE,KY,40118,REGULAR,74,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,Lack of adequate drain boards.  ,605,182
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage. (stored under 3 compartment sink)  ,605,183
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Employee eating, drinking, smoking in unauthorized area.  ",605,184
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (chicken - 70 degrees F)  ,605,185
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,"Food contact surfaces and/or utensils are not durable, corrosion resistant or non-absorbent. (cloth, paper towel, cardboard)  ",605,186
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,18,"Wiping cloths clean, use restricted",No,"Chemical sanitizing solution not at the proper concentration, but not being used.",605,187
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,"Walls, ceilings, and/or attached equipment are not clean. (vent hoods)  ",605,188
89596,2017/09/28 04:00:00+00,1325046,FOOD SERVICE,DOUBLE DRAGON,1255,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,83,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Employee clothing/possessions not stored in lockers.  ,605,189
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Hands not washed properly.  Bare hand contact with ready-to eat foods.  Employee drink(s) without lids and straws  Improper storage of personal drink(s)/food  ,605,190
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Scoop with handle not provided  ,605,191
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,23,"Installed, maintained",No,No hot running water under pressure. (One hand sink)  Condensation leak in reach-in refrigeration unit. (Two reach-in coolers  Plumbing not maintained in good repair. (Three-compartment sink drainer)   ,605,192
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,"Hand cleaner not provided at lavatory or handwashing sink.  Individual disposable towels, a continuous towel system and/or or hand drying device not provided at lavatory or handsink.  Handwashing sink is being used for other purposes other than handwashing.  ",605,193
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Employee personal items not stored in designated area  ,605,194
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,"Walls and/or ceiling are not designed, constructed and/or installed properly. (walls and ceiling in disrepair.  Ceiling indicates severe water damage)  ",605,195
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage.  Food not stored at least 6 inches off of floor.  Improper cooling procedure used.   ,605,196
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,No chemical test kit. (Need quaternary ammonia test strips)   ,605,197
100913,2017/10/23 04:00:00+00,1331037,FOOD SERVICE,GUSTAVO'S MEXICAN GRILL,6051,TIMBER RIDGE DR,PROSPECT,KY,40059,REGULAR,83,20,"Storage, handling of clean equipment/utensils/single service articles",No,Improper storage of clean utensils.  Food contact utensil(s) and equipment (i.e. knives) stored between equipment and/or walls.  Unclean knives stored with clean knives in metal holder.   ,605,198
34455,2017/10/10 04:00:00+00,1328029,FOOD SERVICE,CAPTAIN D'S #3615,5232,BARDSTOWN RD,LOUISVILLE,KY,40291,REGULAR,91,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner.  *Hand sink in kitchen: waste water leaak.  *Unrinal in Men`s restroom overflowing.,605,199
99414,2017/11/07 05:00:00+00,1335487,FOOD SERVICE,ASIAN WOK,2235,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,86,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Working containers used for storing poisonous or toxic materials are not clearly and individually identified with the common name.  ,605,200
99414,2017/11/07 05:00:00+00,1335487,FOOD SERVICE,ASIAN WOK,2235,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,86,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"employee personal drinkson or near food prep areas  CORRECTED  open top container,coffe cup on top of prep unit  CORRECTED  ",605,201
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Not clearly marked to indicate the date or day by which food shall be consumed, sold or discarded on the premises.  Expired grade A dairy  CORRECTED",605,202
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage.  keep all food off floor  keep raw food below ready to eat,605,203
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,"Items that are unnecessary to the operation in or around the establishment.  remove old equipment ,non working or repair and keep clean",605,204
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Working containers used for storing poisonous or toxic materials are not clearly and individually identified with the common name.  corrected,605,205
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,32,"Lighting provided as required, fixtures shielded",No,Light fixtures not shielded as required.  cracked,605,206
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,Walls and ceiling are not clean.  fan guards  Hood system unclean  reurn air vents  vent hood needs cleaning  ,605,207
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not clean.  under equipment  ,605,208
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,29,Outer openings protected,No,"Outer openings not protected against the entry of pests.  door seal  door sweep  seal door from entry of pests,fir strips  door seal  ",605,209
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,23,"Installed, maintained",No,Plumbing not maintained in good repair.  repair leak at 3 compartment sink    reinstall mop sink in kitchen,605,210
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,20,"Storage, handling of clean equipment/utensils/single service articles",No,Improper storage of clean utensils.  Utensils/single service articles not properly handled/stored to prevent contaimination  corrected,605,211
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil.  shelves,605,212
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,18,"Wiping cloths clean, use restricted",No,Storing of chemical sanitizing solution containers on floor.  need to set up sanitizer bucket during food prep  ,605,213
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,Warewashing machine not properly operated.  dish machine not being used but not sanitizing    always check and change sanitizer as needed  corrected,605,214
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"open top personal beverages stored on, above or seside food contact surfaces/single service items  corrected",605,215
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Suitable dispensing utensils not being used by employees for handling food.  scoop with handle not provided for bulk food product  ,605,216
84844,2017/11/02 04:00:00+00,1334161,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,69,2,"Container, properly labeled",No,Container(s) without label  CORRECTED  ,605,217
88333,2017/11/15 05:00:00+00,1337767,FOOD SERVICE,PLEASE & THANK YOU,800,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,84,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (48 F- 62 F sandwiches containing potentially hazardous foods, cream cheese spreads, dairy products, raw shell eggs stored at room temperature )    Corrected- discarded        ",605,218
88333,2017/11/15 05:00:00+00,1337767,FOOD SERVICE,PLEASE & THANK YOU,800,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,84,4,Facilities to maintain product temp.,No,"Lack of properly maintained refrigeration units for potentially hazardous foods. (Display cooler, 48 F, Roll top cooler 62 F in back prep area)",605,219
88333,2017/11/15 05:00:00+00,1337767,FOOD SERVICE,PLEASE & THANK YOU,800,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,84,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Bare hand contact with ready-to eat foods.    (corrected immediately)  ,605,220
88333,2017/11/15 05:00:00+00,1337767,FOOD SERVICE,PLEASE & THANK YOU,800,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,84,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,Handwashing sink is being used for other purposes other than handwashing.  ,605,221
88333,2017/11/15 05:00:00+00,1337767,FOOD SERVICE,PLEASE & THANK YOU,800,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,84,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,In use food (ice) dispensing utensil not properly stored. (mixing spoon stored in handsink)  ,605,222
84971,2017/11/03 04:00:00+00,1336098,FOOD SERVICE,SUBWAY,1021,DUPONT CIR,LOUISVILLE,KY,40207,REGULAR,93,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"POTENTIALLY HAZARDOUS FOODS HELD AT UNSAFE TEMPERATURE. COLD CUTS, TUNA @ 49F",605,223
101210,2017/09/28 04:00:00+00,1330145,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,84,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,POTENTIALLY HAZARDOUS FOODS NOT HELD AT SAFE TEMPERATURES. FOODS INADEQUATELY COOLED./ VOLUNTARY DISPOSAL.,605,224
32829,2017/10/31 04:00:00+00,1333350,FOOD SERVICE,JOHN O'BRYAN'S,4123,FLINTLOCK DR,LOUISVILLE,KY,40216,REGULAR,81,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner.  Leak under the three compartment sink in the bar area.  ,605,225
32829,2017/10/31 04:00:00+00,1333350,FOOD SERVICE,JOHN O'BRYAN'S,4123,FLINTLOCK DR,LOUISVILLE,KY,40216,REGULAR,81,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil.  Gaskets are not clean and behind fryers are not clean.  ,605,226
75801,2017/10/12 04:00:00+00,1332313,FOOD SERVICE,KRISPY KREME,3000,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,81,22,SEWAGE AND WASTE DISPOSAL.,Yes,GRAY WATER/SEWAGE COVERING APPROXIMATELY 40% OF FLOOR IN PREP AREA OF FACILITY,605,227
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage. (raw ground beef stored over ready to eat food)  ,605,228
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  ,605,229
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Improper storage of employee food/drink(s).  ,605,230
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (shredded and sliced cheese, and sausage holding at 49 degrees F) (discarded)  ",605,231
75801,2017/10/12 04:00:00+00,1332313,FOOD SERVICE,KRISPY KREME,3000,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,81,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,HAND SINK NOT SUPPLIED WITH WASTE RECEPTACLE,605,232
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,19,Food/Non-food contact surfaces of equip/utensils clean,No,"Non-food contact surfaces have accumulation of soil. (bar shelving, fireball machine)  ",605,233
75801,2017/10/12 04:00:00+00,1332313,FOOD SERVICE,KRISPY KREME,3000,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,81,27,"Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration",No,"DUMPSTER LIDS OPEN, ENCLOSURE SOILED WITH BAGS AND EXPOSED FOOD",605,234
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner. (leak in waste pipe at 3-compartment sink)  ,605,235
32829,2017/10/31 04:00:00+00,1333350,FOOD SERVICE,JOHN O'BRYAN'S,4123,FLINTLOCK DR,LOUISVILLE,KY,40216,REGULAR,81,23,"Installed, maintained",No,Plumbing not maintained in good repair.  No cold water at the thre compartment sink behind the bar.  ,605,236
75801,2017/10/12 04:00:00+00,1332313,FOOD SERVICE,KRISPY KREME,3000,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,81,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,"FLOORS NOT CLEAN, NOT DRAINED",605,237
35038,2018/04/19 04:00:00+00,1373106,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,20,"Storage, handling of clean equipment/utensils/single service articles",No,Improper storage of clean utensils. (clean equipment stored on the floor)  ,605,238
34380,2017/10/30 04:00:00+00,1336696,FOOD SERVICE,DOMINO'S PIZZA #1427,8404,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,87,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,COOLER HOLDING POTENTIALLY HAZARDOUS FOOD AT 52F (DISCARDED).,605,239
34380,2017/10/30 04:00:00+00,1336696,FOOD SERVICE,DOMINO'S PIZZA #1427,8404,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,87,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,EMPLOYEE BEVERAGE IMPROPERLY STORED.,605,240
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,2,"Container, properly labeled",No,label all food  ,605,241
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  ,605,242
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Suitable dispensing utensils not being used by employees for handling food.  do not use cup without handle in bulk food storage  ,605,243
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Bare hand contact with ready-to eat foods.  personal drinks on prep table  ALWAYS STORE ON BOTTOM SHELF AWAY FROM FOOD    CORRECTED  ,605,244
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,12,"Clean clothes, hair restraints",No,No hair restraints.  ,605,245
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,Warewashing machine not properly operated.  dish machine not sanitizing properly  set up 3 compartment sink to WASH RINSE SANITIZE AIR DRY until dish machine repairedand sanitizing  No chemical test kit.QUAT STRIPS FOR SANITIZER BUCKETS  ,605,246
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,18,"Wiping cloths clean, use restricted",No,"Cloths in use not stored in sanitizer solution.  need sanitizer bucket set up on prep line,do not directly on floor,bucket in bucket,bucket on pan  ",605,247
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,29,Outer openings protected,No,Outer openings not protected against the entry of pests.  keep back door closed or install screen door  repair bottom door outside building to prevent entry of pests,605,248
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,32,"Lighting provided as required, fixtures shielded",No,Light fixtures not shielded as required.  ,605,249
101217,2017/11/16 05:00:00+00,1339361,FOOD SERVICE,SANDI'S KITCHEN,5300,CANE RUN RD,LOUISVILLE,KY,40258,REGULAR,78,24,"CROSS-CONNECTION, BACK SIPHONAGE, BACKFLOW",Yes,Plumbing system is not installed to preclude backflow.  keep hose up at all times to create air gap  ,605,250
